b'id',b'key',b'value',b'type'
b'170434',b'odbl',b'clean',b'regular'
b'170447',b'highway',b'motorway_junction',b'regular'
b'170447',b'name',b'Stoneham Interchange',b'regular'
b'170447',b'ref',b'5',b'regular'
b'242720',b'highway',b'traffic_signals',b'regular'
b'242743',b'highway',b'traffic_signals',b'regular'
b'243871',b'highway',b'mini_roundabout',b'regular'
b'243871',b'direction',b'clockwise',b'regular'
b'247796',b'highway',b'traffic_signals',b'regular'
b'254359',b'cycleway',b'asl',b'regular'
b'254379',b'highway',b'traffic_signals',b'regular'
b'254398',b'odbl',b'clean',b'regular'
b'254401',b'odbl',b'clean',b'regular'
b'254402',b'highway',b'traffic_signals',b'regular'
b'254412',b'highway',b'crossing',b'regular'
b'254412',b'sloped_curb',b'yes',b'regular'
b'254412',b'tactile_paving',b'yes',b'regular'
b'254414',b'highway',b'traffic_signals',b'regular'
b'254415',b'odbl',b'clean',b'regular'
b'254427',b'highway',b'traffic_signals',b'regular'
b'254429',b'highway',b'traffic_signals',b'regular'
b'254429',b'crossing',b'island;uncontrolled',b'regular'
b'254432',b'odbl',b'clean',b'regular'
b'254432',b'highway',b'traffic_signals',b'regular'
b'254434',b'highway',b'traffic_signals',b'regular'
b'254435',b'highway',b'traffic_signals',b'regular'
b'254436',b'highway',b'traffic_signals',b'regular'
b'254439',b'highway',b'traffic_signals',b'regular'
b'254444',b'highway',b'traffic_signals',b'regular'
b'254446',b'highway',b'traffic_signals',b'regular'
b'254461',b'source',b'Bing',b'regular'
b'254463',b'highway',b'traffic_signals',b'regular'
b'254463',b'crossing',b'pelican',b'regular'
b'254467',b'highway',b'mini_roundabout',b'regular'
b'254467',b'direction',b'clockwise',b'regular'
b'254469',b'highway',b'mini_roundabout',b'regular'
b'254489',b'highway',b'traffic_signals',b'regular'
b'254527',b'highway',b'traffic_signals',b'regular'
b'254527',b'crossing',b'traffic_signals',b'regular'
b'254527',b'tactile_paving',b'yes',b'regular'
b'254527',b'sound',b'yes',b'traffic_signals'
b'254527',b'vibration',b'yes',b'traffic_signals'
b'254537',b'highway',b'traffic_signals',b'regular'
b'254664',b'highway',b'traffic_signals',b'regular'
b'254666',b'highway',b'mini_roundabout',b'regular'
b'254666',b'direction',b'clockwise',b'regular'
b'254671',b'highway',b'traffic_signals',b'regular'
b'254673',b'highway',b'traffic_signals',b'regular'
b'254673',b'crossing',b'traffic_signals',b'regular'
b'254692',b'highway',b'traffic_signals',b'regular'
b'254709',b'odbl',b'clean',b'regular'
b'254765',b'odbl',b'clean',b'regular'
b'254833',b'highway',b'traffic_signals',b'regular'
b'254836',b'highway',b'traffic_signals',b'regular'
b'254841',b'highway',b'traffic_signals',b'regular'
b'254847',b'odbl',b'clean',b'regular'
b'254866',b'highway',b'traffic_signals',b'regular'
b'254896',b'odbl',b'clean',b'regular'
b'254896',b'highway',b'mini_roundabout',b'regular'
b'254896',b'direction',b'clockwise',b'regular'
b'254899',b'highway',b'traffic_signals',b'regular'
b'254918',b'highway',b'traffic_signals',b'regular'
b'254975',b'barrier',b'gate',b'regular'
b'254980',b'highway',b'motorway_junction',b'regular'
b'254980',b'name',b'Nursling Interchange',b'regular'
b'254980',b'ref',b'1',b'regular'
b'254988',b'highway',b'traffic_signals',b'regular'
b'269087',b'created_by',b'osmeditor2',b'regular'
b'271020',b'name',b'Rownhams',b'regular'
b'271020',b'amenity',b'place_of_worship',b'regular'
b'271020',b'religion',b'christian',b'regular'
b'271020',b'denomination',b'anglican',b'regular'
b'271021',b'name',b'St. Nicolas Church',b'regular'
b'271021',b'amenity',b'place_of_worship',b'regular'
b'271021',b'website',b'http://www.nsab.org.uk/st-nicolas/',b'regular'
b'271021',b'religion',b'christian',b'regular'
b'271021',b'denomination',b'anglican',b'regular'
b'271032',b'man_made',b'tower',b'regular'
b'271032',b'created_by',b'Potlatch 0.8b',b'regular'
b'271036',b'name',b'Swaythling',b'regular'
b'271036',b'is_in',b'Southampton',b'regular'
b'271036',b'place',b'suburb',b'regular'
b'271051',b'is_in',"b'Southampton, Hampshire, England, UK'",b'regular'
b'271051',b'name',b'Woolston',b'regular'
b'271051',b'place',b'suburb',b'regular'
b'271051',b'wikidata',b'Q8033947',b'regular'
b'271051',b'wikipedia',"b'en:Woolston, Hampshire'",b'regular'
b'271053',b'name',b'Northam',b'regular'
b'271053',b'is_in',"b'Southampton, Hampshire, England, UK'",b'regular'
b'271053',b'place',b'suburb',b'regular'
b'271054',b'name',b'Midanbury',b'regular'
b'271054',b'is_in',b'Southampton',b'regular'
b'271054',b'place',b'suburb',b'regular'
b'271055',b'name',b'Bitterne',b'regular'
b'271055',b'place',b'suburb',b'regular'
b'271242',b'name',b'Shirley',b'regular'
b'271242',b'is_in',"b'Southampton, Hampshire, England, UK'",b'regular'
b'271242',b'place',b'suburb',b'regular'
b'271356',b'name',b'Freemantle',b'regular'
b'271356',b'place',b'suburb',b'regular'
b'271356',b'created_by',b'Potlatch 0.5d',b'regular'
b'285866',b'highway',b'traffic_signals',b'regular'
b'301554',b'highway',b'traffic_signals',b'regular'
b'301563',b'highway',b'traffic_signals',b'regular'
b'301563',b'crossing',b'traffic_signals',b'regular'
b'301563',b'crossing_ref',b'puffin',b'regular'
b'301573',b'highway',b'crossing',b'regular'
b'301573',b'crossing',b'traffic_signals',b'regular'
b'301573',b'crossing_ref',b'pelican',b'regular'
b'301600',b'foot',b'yes',b'regular'
b'301600',b'bicycle',b'yes',b'regular'
b'301600',b'highway',b'crossing',b'regular'
b'301600',b'crossing',b'traffic_signals',b'regular'
b'301600',b'crossing_ref',b'toucan',b'regular'
b'301605',b'odbl',b'clean',b'regular'
b'301606',b'odbl',b'clean',b'regular'
b'301607',b'odbl',b'clean',b'regular'
b'301608',b'odbl',b'clean',b'regular'
b'301609',b'odbl',b'clean',b'regular'
b'301610',b'odbl',b'clean',b'regular'
b'301611',b'odbl',b'clean',b'regular'
b'307482',b'highway',b'mini_roundabout',b'regular'
b'307482',b'direction',b'clockwise',b'regular'
b'307483',b'odbl',b'clean',b'regular'
b'319625',b'name',b'St Denys Railway Station',b'regular'
b'319625',b'entrance',b'yes',b'regular'
b'319625',b'city',b'Southampton',b'addr'
b'319625',b'street',b'Osborne Road South',b'addr'
b'319625',b'country',b'GB',b'addr'
b'319625',b'postcode',b'SO17 2EZ',b'addr'
b'325168',b'odbl',b'clean',b'regular'
b'325169',b'odbl',b'clean',b'regular'
b'325203',b'odbl',b'clean',b'regular'
b'325209',b'odbl',b'clean',b'regular'
b'325212',b'odbl',b'clean',b'regular'
b'325224',b'odbl',b'clean',b'regular'
b'325231',b'odbl',b'clean',b'regular'
b'325237',b'odbl',b'clean',b'regular'
b'325651',b'highway',b'mini_roundabout',b'regular'
b'325658',b'highway',b'traffic_signals',b'regular'
b'325659',b'highway',b'traffic_signals',b'regular'
b'325661',b'highway',b'mini_roundabout',b'regular'
b'325661',b'direction',b'clockwise',b'regular'
b'325688',b'foot',b'yes',b'regular'
b'325688',b'horse',b'yes',b'regular'
b'325688',b'barrier',b'bollard',b'regular'
b'325688',b'bicycle',b'yes',b'regular'
b'325698',b'source',b'Bing',b'regular'
b'325699',b'highway',b'traffic_signals',b'regular'
b'325700',b'highway',b'traffic_signals',b'regular'
b'325703',b'highway',b'traffic_signals',b'regular'
b'325703',b'traffic_signals',b'signal',b'regular'
b'325857',b'highway',b'motorway_junction',b'regular'
b'325857',b'name',b'Nursling Interchange',b'regular'
b'325857',b'ref',b'1',b'regular'
b'331354',b'highway',b'mini_roundabout',b'regular'
b'331354',b'direction',b'clockwise',b'regular'
b'331361',b'bus',b'yes',b'regular'
b'331361',b'public_transport',b'stop_position',b'regular'
b'331362',b'highway',b'crossing',b'regular'
b'331362',b'crossing',b'uncontrolled',b'regular'
b'331362',b'sloped_curb',b'yes',b'regular'
b'331362',b'tactile_paving',b'yes',b'regular'
b'387823',b'highway',b'turning_circle',b'regular'
b'388947',b'source',b'Bing',b'regular'
b'388947',b'highway',b'mini_roundabout',b'regular'
b'388947',b'direction',b'clockwise',b'regular'
b'423285',b'highway',b'traffic_signals',b'regular'
b'469849',b'highway',b'traffic_signals',b'regular'
b'469878',b'highway',b'speed_camera',b'regular'
b'469886',b'source',b'Yahoo',b'regular'
b'469888',b'highway',b'traffic_signals',b'regular'
b'512431',b'highway',b'traffic_signals',b'regular'
b'512439',b'public_transport',b'stop_position',b'regular'
b'530520',b'highway',b'traffic_signals',b'regular'
b'530522',b'highway',b'traffic_signals',b'regular'
b'530522',b'traffic_signals',b'signal',b'regular'
b'530605',b'traffic_calming',b'choker',b'regular'
b'530607',b'traffic_calming',b'rumble_strip',b'regular'
b'544318',b'highway',b'traffic_signals',b'regular'
b'544741',b'name',b'Portswood',b'regular'
b'544741',b'place',b'suburb',b'regular'
b'544742',b'highway',b'traffic_signals',b'regular'
b'582107',b'highway',b'mini_roundabout',b'regular'
b'582107',b'direction',b'clockwise',b'regular'
b'582109',b'highway',b'mini_roundabout',b'regular'
b'582109',b'direction',b'clockwise',b'regular'
b'582115',b'highway',b'traffic_signals',b'regular'
b'582133',b'name',b'West End',b'regular'
b'582133',b'place',b'village',b'regular'
b'596428',b'highway',b'traffic_signals',b'regular'
b'608142',b'tourism',b'viewpoint',b'regular'
b'635082',b'highway',b'traffic_signals',b'regular'
b'635114',b'bridge',b'yes',b'regular'
b'635114',b'man_made',b'bridge',b'regular'
b'657725',b'highway',b'traffic_signals',b'regular'
b'657729',b'highway',b'traffic_signals',b'regular'
b'657729',b'crossing',b'traffic_signals',b'regular'
b'657733',b'public_transport',b'stop_position',b'regular'
b'657735',b'traffic_calming',b'cushion;choker',b'regular'
b'657739',b'traffic_calming',b'cushion;choker',b'regular'
b'657742',b'highway',b'mini_roundabout',b'regular'
b'657742',b'direction',b'clockwise',b'regular'
b'657743',b'highway',b'crossing',b'regular'
b'657743',b'crossing',b'uncontrolled',b'regular'
b'657743',b'traffic_calming',b'table',b'regular'
b'657751',b'name',b'Thornhill',b'regular'
b'657751',b'place',b'suburb',b'regular'
b'657752',b'name',b'Harefield',b'regular'
b'657752',b'place',b'suburb',b'regular'
b'657759',b'public_transport',b'stop_position',b'regular'
b'657761',b'public_transport',b'stop_position',b'regular'
b'657796',b'highway',b'traffic_signals',b'regular'
b'657796',b'crossing',b'traffic_signals',b'regular'
b'657799',b'highway',b'traffic_signals',b'regular'
b'658451',b'source',b'Bing',b'regular'
b'673876',b'highway',b'traffic_signals',b'regular'
b'673877',b'highway',b'traffic_signals',b'regular'
b'673877',b'traffic_signals',b'signal',b'regular'
b'675845',b'public_transport',b'stop_position',b'regular'
b'675854',b'public_transport',b'stop_position',b'regular'
b'675855',b'highway',b'mini_roundabout',b'regular'
b'675855',b'direction',b'clockwise',b'regular'
b'675890',b'name',b'Townhill Park',b'regular'
b'675890',b'is_in',b'Southampton',b'regular'
b'675890',b'place',b'suburb',b'regular'
b'700410',b'highway',b'traffic_signals',b'regular'
b'702362',b'ref',b'SOA',b'regular'
b'702362',b'name',b'Southampton Airport Parkway',b'regular'
b'702362',b'railway',b'station',b'regular'
b'702362',b'postal_code',b'SO18 2HW',b'regular'
b'702362',b'AtcoCode',b'9100SOTPKWY',b'naptan'
b'2742645',b'highway',b'traffic_signals',b'regular'
b'2742645',b'crossing',b'traffic_signals',b'regular'
b'2742649',b'created_by',b'JOSM',b'regular'
b'2742650',b'created_by',b'JOSM',b'regular'
b'2742652',b'created_by',b'JOSM',b'regular'
b'2773041',b'highway',b'traffic_signals',b'regular'
b'2773491',b'highway',b'traffic_signals',b'regular'
b'2773918',b'highway',b'speed_camera',b'regular'
b'3915353',b'created_by',b'JOSM',b'regular'
b'3915355',b'created_by',b'JOSM',b'regular'
b'3915357',b'created_by',b'JOSM',b'regular'
b'3915739',b'traffic_calming',b'choker',b'regular'
b'3915748',b'created_by',b'JOSM',b'regular'
b'3915752',b'created_by',b'JOSM',b'regular'
b'3915765',b'highway',b'mini_roundabout',b'regular'
b'3915765',b'direction',b'clockwise',b'regular'
b'3915771',b'highway',b'mini_roundabout',b'regular'
b'3915771',b'direction',b'clockwise',b'regular'
b'4931456',b'highway',b'traffic_signals',b'regular'
b'5716047',b'created_by',b'JOSM',b'regular'
b'7015241',b'highway',b'traffic_signals',b'regular'
b'7015694',b'source',b'Survey;Bing',b'regular'
b'7015694',b'highway',b'crossing',b'regular'
b'7015694',b'crossing',b'traffic_signals',b'regular'
b'7015694',b'sloped_curb',b'yes',b'regular'
b'7015694',b'crossing_ref',b'puffin',b'regular'
b'7015694',b'tactile_paving',b'yes',b'regular'
b'7015694',b'button_operated',b'yes',b'regular'
b'8596750',b'highway',b'traffic_signals',b'regular'
b'8596762',b'foot',b'yes',b'regular'
b'8596762',b'bicycle',b'yes',b'regular'
b'8596762',b'highway',b'traffic_signals',b'regular'
b'8596762',b'crossing',b'traffic_signals',b'regular'
b'8596773',b'created_by',b'JOSM',b'regular'
b'8596785',b'created_by',b'JOSM',b'regular'
b'8596810',b'highway',b'crossing',b'regular'
b'8596810',b'crossing',b'traffic_signals',b'regular'
b'8596815',b'highway',b'traffic_signals',b'regular'
b'9266205',b'highway',b'traffic_signals',b'regular'
b'9266208',b'highway',b'traffic_signals',b'regular'
b'9267990',b'highway',b'traffic_signals',b'regular'
b'9267992',b'highway',b'traffic_signals',b'regular'
b'9280980',b'odbl',b'clean',b'regular'
b'9280981',b'public_transport',b'stop_position',b'regular'
b'9280983',b'odbl',b'clean',b'regular'
b'9280989',b'created_by',b'JOSM',b'regular'
b'9280990',b'created_by',b'JOSM',b'regular'
b'9280991',b'odbl',b'clean',b'regular'
b'9280992',b'odbl',b'clean',b'regular'
b'9726311',b'highway',b'crossing',b'regular'
b'9726311',b'crossing',b'uncontrolled',b'regular'
b'9726311',b'crossing_ref',b'zebra',b'regular'
b'9727807',b'created_by',b'JOSM',b'regular'
b'9727810',b'created_by',b'JOSM',b'regular'
b'9727814',b'created_by',b'JOSM',b'regular'
b'9727815',b'created_by',b'JOSM',b'regular'
b'10215643',b'created_by',b'JOSM',b'regular'
b'10216417',b'odbl',b'clean',b'regular'
b'10216421',b'public_transport',b'stop_position',b'regular'
b'10216426',b'public_transport',b'stop_position',b'regular'
b'10216805',b'created_by',b'JOSM',b'regular'
b'10216806',b'created_by',b'JOSM',b'regular'
b'10216809',b'created_by',b'JOSM',b'regular'
b'10217121',b'public_transport',b'stop_position',b'regular'
b'10217640',b'odbl',b'clean',b'regular'
b'10222195',b'odbl',b'clean',b'regular'
b'10222198',b'highway',b'crossing',b'regular'
b'10222198',b'crossing',b'traffic_signals',b'regular'
b'10222198',b'sloped_curb',b'yes',b'regular'
b'10222198',b'crossing_ref',b'toucan',b'regular'
b'10222198',b'tactile_paving',b'yes',b'regular'
b'10222203',b'highway',b'speed_camera',b'regular'
b'10222204',b'highway',b'traffic_signals',b'regular'
b'10222205',b'highway',b'traffic_signals',b'regular'
b'10222212',b'highway',b'traffic_signals',b'regular'
b'10222231',b'highway',b'traffic_signals',b'regular'
b'10222234',b'highway',b'traffic_signals',b'regular'
b'10387178',b'created_by',b'JOSM',b'regular'
b'10387204',b'created_by',b'JOSM',b'regular'
b'10387205',b'created_by',b'JOSM',b'regular'
b'10387206',b'created_by',b'JOSM',b'regular'
b'10387220',b'created_by',b'JOSM',b'regular'
b'10387221',b'created_by',b'JOSM',b'regular'
b'10537074',b'name',b'Millers Pond',b'regular'
b'10537074',b'amenity',b'pub',b'regular'
b'10537074',b'created_by',b'JOSM',b'regular'
b'10537328',b'created_by',b'JOSM',b'regular'
b'10908368',b'odbl',b'clean',b'regular'
b'10908370',b'odbl',b'clean',b'regular'
b'10908371',b'odbl',b'clean',b'regular'
b'10908375',b'odbl',b'clean',b'regular'
b'10908378',b'odbl',b'clean',b'regular'
b'10908383',b'odbl',b'clean',b'regular'
b'10908384',b'odbl',b'clean',b'regular'
b'10908385',b'odbl',b'clean',b'regular'
b'10908390',b'odbl',b'clean',b'regular'
b'10942466',b'created_by',b'JOSM',b'regular'
b'10942469',b'created_by',b'JOSM',b'regular'
b'10942470',b'created_by',b'JOSM',b'regular'
b'10942477',b'created_by',b'JOSM',b'regular'
b'10942480',b'created_by',b'JOSM',b'regular'
b'10942486',b'created_by',b'JOSM',b'regular'
b'10942487',b'created_by',b'JOSM',b'regular'
b'10942488',b'created_by',b'JOSM',b'regular'
b'10942498',b'created_by',b'JOSM',b'regular'
b'10942500',b'created_by',b'JOSM',b'regular'
b'10942502',b'created_by',b'JOSM',b'regular'
b'10942503',b'created_by',b'JOSM',b'regular'
b'10942506',b'created_by',b'JOSM',b'regular'
b'10942508',b'created_by',b'JOSM',b'regular'
b'10942509',b'created_by',b'JOSM',b'regular'
b'10942510',b'created_by',b'JOSM',b'regular'
b'10942511',b'created_by',b'JOSM',b'regular'
b'10942512',b'created_by',b'JOSM',b'regular'
b'10942514',b'created_by',b'JOSM',b'regular'
b'10942516',b'created_by',b'JOSM',b'regular'
b'10942517',b'created_by',b'JOSM',b'regular'
b'10942518',b'created_by',b'JOSM',b'regular'
b'10942521',b'created_by',b'JOSM',b'regular'
b'10942524',b'created_by',b'JOSM',b'regular'
b'10942526',b'created_by',b'JOSM',b'regular'
b'10942528',b'created_by',b'JOSM',b'regular'
b'10942529',b'created_by',b'JOSM',b'regular'
b'10942531',b'created_by',b'JOSM',b'regular'
b'10942532',b'created_by',b'JOSM',b'regular'
b'10942535',b'created_by',b'JOSM',b'regular'
b'10942540',b'created_by',b'JOSM',b'regular'
b'10942542',b'public_transport',b'stop_position',b'regular'
b'10942543',b'created_by',b'JOSM',b'regular'
b'10942545',b'created_by',b'JOSM',b'regular'
b'10942548',b'created_by',b'JOSM',b'regular'
b'10942549',b'created_by',b'JOSM',b'regular'
b'10942550',b'created_by',b'JOSM',b'regular'
b'10942551',b'created_by',b'JOSM',b'regular'
b'10942552',b'created_by',b'JOSM',b'regular'
b'10942554',b'created_by',b'JOSM',b'regular'
b'10942567',b'created_by',b'JOSM',b'regular'
b'10942569',b'created_by',b'JOSM',b'regular'
b'10942572',b'created_by',b'JOSM',b'regular'
b'10942573',b'created_by',b'JOSM',b'regular'
b'10942577',b'name',b'BP',b'regular'
b'10942577',b'amenity',b'fuel',b'regular'
b'10942577',b'operator',b'BP',b'regular'
b'10942578',b'created_by',b'JOSM',b'regular'
b'10942581',b'created_by',b'JOSM',b'regular'
b'10942584',b'created_by',b'JOSM',b'regular'
b'10942587',b'created_by',b'JOSM',b'regular'
b'10942588',b'created_by',b'JOSM',b'regular'
b'10942592',b'created_by',b'JOSM',b'regular'
b'10942594',b'created_by',b'JOSM',b'regular'
b'10942597',b'created_by',b'JOSM',b'regular'
b'10942604',b'created_by',b'JOSM',b'regular'
b'10942609',b'created_by',b'JOSM',b'regular'
b'10942610',b'created_by',b'JOSM',b'regular'
b'10942611',b'created_by',b'JOSM',b'regular'
b'10942614',b'created_by',b'JOSM',b'regular'
b'10942616',b'created_by',b'JOSM',b'regular'
b'10942617',b'created_by',b'JOSM',b'regular'
b'10942618',b'created_by',b'JOSM',b'regular'
b'10942628',b'created_by',b'JOSM',b'regular'
b'10942637',b'created_by',b'JOSM',b'regular'
b'10942638',b'created_by',b'JOSM',b'regular'
b'10942639',b'created_by',b'JOSM',b'regular'
b'10942640',b'created_by',b'JOSM',b'regular'
b'10942642',b'created_by',b'JOSM',b'regular'
b'10942648',b'created_by',b'JOSM',b'regular'
b'10942661',b'created_by',b'JOSM',b'regular'
b'10942669',b'created_by',b'JOSM',b'regular'
b'10942674',b'created_by',b'JOSM',b'regular'
b'10942678',b'created_by',b'JOSM',b'regular'
b'10942679',b'created_by',b'JOSM',b'regular'
b'10942680',b'created_by',b'JOSM',b'regular'
b'10942683',b'created_by',b'JOSM',b'regular'
b'10942691',b'created_by',b'JOSM',b'regular'
b'10942692',b'created_by',b'JOSM',b'regular'
b'10942693',b'created_by',b'JOSM',b'regular'
b'10942694',b'created_by',b'JOSM',b'regular'
b'10942695',b'created_by',b'JOSM',b'regular'
b'10942696',b'created_by',b'JOSM',b'regular'
b'10942703',b'created_by',b'JOSM',b'regular'
b'10942705',b'created_by',b'JOSM',b'regular'
b'10942708',b'created_by',b'JOSM',b'regular'
b'10942709',b'created_by',b'JOSM',b'regular'
b'10942713',b'created_by',b'JOSM',b'regular'
b'10942718',b'created_by',b'JOSM',b'regular'
b'10942719',b'created_by',b'JOSM',b'regular'
b'10942720',b'created_by',b'JOSM',b'regular'
b'10942723',b'created_by',b'JOSM',b'regular'
b'10942726',b'created_by',b'JOSM',b'regular'
b'10942729',b'created_by',b'JOSM',b'regular'
b'10942867',b'created_by',b'JOSM',b'regular'
b'10942868',b'created_by',b'JOSM',b'regular'
b'11014064',b'created_by',b'JOSM',b'regular'
b'11014069',b'created_by',b'JOSM',b'regular'
b'11014070',b'created_by',b'JOSM',b'regular'
b'11014072',b'created_by',b'JOSM',b'regular'
b'11146414',b'created_by',b'JOSM',b'regular'
b'11146423',b'created_by',b'JOSM',b'regular'
b'11419664',b'barrier',b'bollard',b'regular'
b'12591287',b'odbl',b'clean',b'regular'
b'12591319',b'odbl',b'clean',b'regular'
b'12594990',b'highway',b'turning_circle',b'regular'
b'12595008',b'created_by',b'osmeditor2',b'regular'
b'12595011',b'source',b'Bing',b'regular'
b'12595011',b'highway',b'turning_circle',b'regular'
b'12595105',b'highway',b'turning_circle',b'regular'
b'12801362',b'created_by',b'JOSM',b'regular'
b'12801363',b'created_by',b'JOSM',b'regular'
b'12887144',b'created_by',b'JOSM',b'regular'
b'12887145',b'created_by',b'JOSM',b'regular'
b'12887146',b'created_by',b'JOSM',b'regular'
b'12887147',b'created_by',b'JOSM',b'regular'
b'12887148',b'created_by',b'JOSM',b'regular'
b'12887149',b'created_by',b'JOSM',b'regular'
b'12887150',b'created_by',b'JOSM',b'regular'
b'12887151',b'created_by',b'JOSM',b'regular'
b'12887152',b'created_by',b'JOSM',b'regular'
b'12887153',b'created_by',b'JOSM',b'regular'
b'12887154',b'created_by',b'JOSM',b'regular'
b'12887155',b'created_by',b'JOSM',b'regular'
b'12887157',b'created_by',b'JOSM',b'regular'
b'12887158',b'created_by',b'JOSM',b'regular'
b'12887159',b'created_by',b'JOSM',b'regular'
b'12887160',b'created_by',b'JOSM',b'regular'
b'12887161',b'created_by',b'JOSM',b'regular'
b'12889404',b'odbl',b'clean',b'regular'
b'12889406',b'odbl',b'clean',b'regular'
b'12889412',b'odbl',b'clean',b'regular'
b'13059701',b'created_by',b'JOSM',b'regular'
b'13061909',b'created_by',b'JOSM',b'regular'
b'13061917',b'created_by',b'JOSM',b'regular'
b'13061943',b'created_by',b'JOSM',b'regular'
b'13061948',b'created_by',b'JOSM',b'regular'
b'13061952',b'created_by',b'JOSM',b'regular'
b'13061953',b'created_by',b'JOSM',b'regular'
b'13061955',b'created_by',b'JOSM',b'regular'
b'13061956',b'created_by',b'JOSM',b'regular'
b'13061957',b'created_by',b'JOSM',b'regular'
b'13061958',b'created_by',b'JOSM',b'regular'
b'13061959',b'created_by',b'JOSM',b'regular'
b'13061960',b'created_by',b'JOSM',b'regular'
b'13061961',b'created_by',b'JOSM',b'regular'
b'13061962',b'created_by',b'JOSM',b'regular'
b'13061963',b'created_by',b'JOSM',b'regular'
b'13061964',b'created_by',b'JOSM',b'regular'
b'13061965',b'created_by',b'JOSM',b'regular'
b'13061966',b'created_by',b'JOSM',b'regular'
b'13061967',b'created_by',b'JOSM',b'regular'
b'13061968',b'created_by',b'JOSM',b'regular'
b'13061969',b'created_by',b'JOSM',b'regular'
b'13061970',b'created_by',b'JOSM',b'regular'
b'13061971',b'created_by',b'JOSM',b'regular'
b'13061974',b'created_by',b'JOSM',b'regular'
b'13061975',b'created_by',b'JOSM',b'regular'
b'13061976',b'created_by',b'JOSM',b'regular'
b'13061977',b'created_by',b'JOSM',b'regular'
b'13061978',b'created_by',b'JOSM',b'regular'
b'13061979',b'created_by',b'JOSM',b'regular'
b'13061980',b'created_by',b'JOSM',b'regular'
b'13061982',b'created_by',b'JOSM',b'regular'
b'13061983',b'created_by',b'JOSM',b'regular'
b'13061984',b'created_by',b'JOSM',b'regular'
b'13061985',b'created_by',b'JOSM',b'regular'
b'13061986',b'created_by',b'JOSM',b'regular'
b'13061987',b'created_by',b'JOSM',b'regular'
b'13061988',b'created_by',b'JOSM',b'regular'
b'13061992',b'created_by',b'JOSM',b'regular'
b'13061993',b'created_by',b'JOSM',b'regular'
b'13061994',b'created_by',b'JOSM',b'regular'
b'13061995',b'created_by',b'JOSM',b'regular'
b'13061996',b'created_by',b'JOSM',b'regular'
b'13061997',b'created_by',b'JOSM',b'regular'
b'13061998',b'created_by',b'JOSM',b'regular'
b'13061999',b'created_by',b'JOSM',b'regular'
b'13062000',b'created_by',b'JOSM',b'regular'
b'13062001',b'created_by',b'JOSM',b'regular'
b'13062002',b'created_by',b'JOSM',b'regular'
b'13062003',b'created_by',b'JOSM',b'regular'
b'13062004',b'created_by',b'JOSM',b'regular'
b'13062005',b'created_by',b'JOSM',b'regular'
b'13062006',b'created_by',b'JOSM',b'regular'
b'13062007',b'created_by',b'JOSM',b'regular'
b'13062008',b'created_by',b'JOSM',b'regular'
b'13062009',b'created_by',b'JOSM',b'regular'
b'13062010',b'created_by',b'JOSM',b'regular'
b'13062011',b'created_by',b'JOSM',b'regular'
b'13062012',b'created_by',b'JOSM',b'regular'
b'13062013',b'created_by',b'JOSM',b'regular'
b'13062014',b'created_by',b'JOSM',b'regular'
b'13062022',b'created_by',b'JOSM',b'regular'
b'13062023',b'created_by',b'JOSM',b'regular'
b'13062024',b'created_by',b'JOSM',b'regular'
b'13062025',b'created_by',b'JOSM',b'regular'
b'13062031',b'created_by',b'JOSM',b'regular'
b'13062032',b'created_by',b'JOSM',b'regular'
b'13064731',b'created_by',b'JOSM',b'regular'
b'13064732',b'created_by',b'JOSM',b'regular'
b'13064737',b'created_by',b'JOSM',b'regular'
b'13064739',b'created_by',b'JOSM',b'regular'
b'13064740',b'created_by',b'JOSM',b'regular'
b'13064745',b'created_by',b'JOSM',b'regular'
b'13071209',b'created_by',b'JOSM',b'regular'
b'13071210',b'created_by',b'JOSM',b'regular'
b'13071211',b'created_by',b'JOSM',b'regular'
b'13071212',b'created_by',b'JOSM',b'regular'
b'13071213',b'created_by',b'JOSM',b'regular'
b'13071215',b'created_by',b'JOSM',b'regular'
b'13071216',b'created_by',b'JOSM',b'regular'
b'13071217',b'created_by',b'JOSM',b'regular'
b'13071234',b'odbl',b'clean',b'regular'
b'13071243',b'created_by',b'JOSM',b'regular'
b'13071244',b'created_by',b'JOSM',b'regular'
b'13071245',b'created_by',b'JOSM',b'regular'
b'13071254',b'created_by',b'JOSM',b'regular'
b'13071259',b'created_by',b'JOSM',b'regular'
b'13071261',b'created_by',b'JOSM',b'regular'
b'13071263',b'created_by',b'JOSM',b'regular'
b'13071265',b'created_by',b'JOSM',b'regular'
b'13071276',b'created_by',b'JOSM',b'regular'
b'13071279',b'created_by',b'JOSM',b'regular'
b'13071289',b'created_by',b'JOSM',b'regular'
b'13071302',b'created_by',b'JOSM',b'regular'
b'13071315',b'created_by',b'JOSM',b'regular'
b'13071316',b'created_by',b'JOSM',b'regular'
b'13071317',b'created_by',b'JOSM',b'regular'
b'13071320',b'created_by',b'JOSM',b'regular'
b'13071321',b'created_by',b'JOSM',b'regular'
b'13071322',b'created_by',b'JOSM',b'regular'
b'13071323',b'created_by',b'JOSM',b'regular'
b'13071324',b'created_by',b'JOSM',b'regular'
b'13071325',b'created_by',b'JOSM',b'regular'
b'13071326',b'created_by',b'JOSM',b'regular'
b'13071327',b'odbl',b'clean',b'regular'
b'13071328',b'created_by',b'JOSM',b'regular'
